"fullDependentTypeName","declaredMethods","calledMethodNames","calledMethods","callerTypes","Source Cypher File: Internal_Dependencies/Candidates_for_Interface_Segregation.cypher"
"org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",5,"currentInterceptorChain",1,2,""
"org.axonframework.serialization.ChainingConverter",5,"registerConverter",1,2,""
"org.axonframework.commandhandling.DefaultCommandBusSpanFactory",4,"builder",1,2,""
"org.axonframework.eventhandling.gateway.DefaultEventGateway",4,"builder",1,2,""
"org.axonframework.modelling.command.DefaultRepositorySpanFactory",4,"builder",1,2,""
"org.axonframework.serialization.SimpleSerializedObject",4,"getType",1,2,""
"org.axonframework.config.DefaultConfigurer",66,"access$300,access$500,invokeShutdownHandlers,access$1500,access$400,access$1400,access$700,access$800,access$900,access$1100,access$1000,access$1300,access$200,invokeStartHandlers,defaultComponent,access$600,access$1200",17,1,""
"org.axonframework.test.saga.FixtureExecutionResultImpl",56,"startRecording,registerStartRecordingCallback",2,1,""
"org.axonframework.test.aggregate.ResultValidatorImpl",53,"assertValidRecording,recordException",2,1,""
"org.axonframework.config.DefaultConfigurer",51,"registerModule",1,1,""
"org.axonframework.test.aggregate.AggregateTestFixture",51,"access$900,access$600,access$602,access$800,access$700",5,1,""
"org.axonframework.test.aggregate.AggregateTestFixture",49,"access$1300,access$1100,access$1200",3,1,""
"org.axonframework.test.saga.SagaTestFixture",37,"access$300,currentTime,handleInSaga",3,1,""
"org.axonframework.config.Configuration",34,"getComponent,messageSerializer,eventStore,upcasterChain,spanFactory,repository,eventSerializer,findModules,parameterResolverFactory,snapshotFilter,handlerDefinition,queryBus,messageMonitor,scopeAwareProvider,correlationDataProviders,commandBus,eventBus,serializer",19,1,""
"org.axonframework.messaging.unitofwork.AbstractUnitOfWork",34,"rollback",1,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",32,"access$1700,access$700,access$2200,access$1000,access$1400,doSleepFor,access$600,getState,access$1800,access$1300,access$1200,access$1900,access$2300,access$800,access$2000,access$1600,access$2400,access$1100,access$1500,access$900",20,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",29,"access$1000,processingLoop,access$1400,getState,access$1300,access$1200,access$800,access$1100,access$1500,access$900",10,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",28,"access$700,access$600",2,1,""
"org.axonframework.config.Configuration",27,"getComponent,parameterResolverFactory,handlerDefinition,messageMonitor,correlationDataProviders,eventBus",7,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",27,"releaseSegment,access$2200,access$1000,access$800,access$1600",5,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",27,"access$2200,access$2500,access$1300,access$800",4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",27,"access$2200,access$1000,access$800,access$1600",4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor",27,"builder",1,1,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",27,"builder",1,1,""
"org.axonframework.eventhandling.TrackerStatus",24,"markError,getSegment,unmarkError,advancedTo,isErrorState,isCaughtUp,caughtUp",7,1,""
"org.axonframework.eventhandling.TrackerStatus",19,"markError,advancedTo,isErrorState",3,1,""
"org.axonframework.modelling.saga.AnnotatedSaga",19,"getAssociationValues,root,isActive,getSagaIdentifier",4,1,""
"org.axonframework.test.deadline.StubDeadlineManager",19,"getTriggeredDeadlines,getCurrentDateTime,getScheduledDeadlines",3,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",18,"access$000,access$100",2,1,""
"org.axonframework.eventhandling.TrackerStatus",17,"split,getTrackingToken,getSegment",3,1,""
"org.axonframework.eventhandling.TrackerStatus",17,"getTrackingToken,getSegment,split",3,1,""
"org.axonframework.eventhandling.TrackerStatus",17,"getInternalTrackingToken,getSegment",2,1,""
"org.axonframework.eventhandling.TrackerStatus",17,"getSegment",1,1,""
"org.axonframework.eventhandling.TrackerStatus",17,"caughtUp",1,1,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore",17,"storageEngine,handleSnapshotReadingError,readEvents",3,1,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",17,"canForward",1,1,""
"org.axonframework.commandhandling.GenericCommandResultMessage",16,"asCommandResultMessage",2,1,""
"org.axonframework.config.Configuration",16,"getComponent,eventStore,repository,parameterResolverFactory,handlerDefinition,commandBus,eventBus",8,1,""
"org.axonframework.eventhandling.MergedTrackingToken",16,"mergePosition,lowerSegmentToken,upperSegmentToken,position,isMergeInProgress",5,1,""
"org.axonframework.eventhandling.ReplayToken",16,"position,createReplayToken,getTokenAtReset,lowerBound,isReplay",6,1,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter",16,"getSequenceIdentifier,getSequenceIndex,getIdentifier",3,1,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcSequencedDeadLetterQueue",16,"builder",1,1,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcSequencedDeadLetterQueue",16,"deadLetterSequence",1,1,""
"org.axonframework.eventhandling.deadletter.jpa.JpaSequencedDeadLetterQueue",16,"builder",1,1,""
"org.axonframework.eventhandling.deadletter.jpa.JpaSequencedDeadLetterQueue",16,"deadLetterSequence",1,1,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue",16,"builder",1,1,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue",16,"deadLetterSequence",1,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",16,"publishOnEventBus,publish,doApply",3,1,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",16,"asNullableResponseMessage,asResponseMessage",2,1,""
"org.axonframework.axonserver.connector.query.AxonServerQueryBus",15,"access$1200,access$1400,access$1000,access$1100,access$1600,access$1700,access$1500,access$1300",8,1,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",15,"isFactoryHandler,commandName",2,1,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",15,"commandName,routingKey",2,1,""
"org.axonframework.commandhandling.GenericCommandResultMessage",15,"asCommandResultMessage",2,1,""
"org.axonframework.config.Configuration",15,"getComponent,eventStore,repository,messageMonitor,correlationDataProviders",6,1,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$SourceIdAwareBlockingStream",15,"skipMessagesWithPayloadTypeOf,setOnAvailableCallback,hasNextAvailable,close,access$300,peek",7,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DefaultDeadLetterStatementFactory",15,"builder",1,1,""
"org.axonframework.eventhandling.deadletter.jpa.JpaDeadLetter",15,"getSequenceIdentifier,getId,getIndex",3,1,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaDeadLetter",15,"getId,getIndex,getSequenceIdentifier",3,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore",15,"builder",1,1,""
"org.axonframework.eventhandling.tokenstore.legacyjpa.JpaTokenStore",15,"builder",1,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",15,"canHandle,handle",2,1,""
"org.axonframework.modelling.command.inspection.AggregateModel",15,"declaredType,type,getVersion",3,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate",15,"isDeleted,identifier,initialize,version",4,1,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",15,"sql_loadSaga",1,1,""
"org.axonframework.queryhandling.GenericSubscriptionQueryUpdateMessage",15,"asUpdateMessage",1,1,""
"org.axonframework.serialization.upcasting.event.InitialEventRepresentation",15,"getSequenceNumber",1,1,""
"org.axonframework.test.aggregate.AggregateTestFixture$IdentifierValidatingRepository",15,"send,access$500,load,access$300,getAggregate,access$200,newInstance",7,1,""
"org.axonframework.axonserver.connector.query.AxonServerQueryBus",14,"access$1400,access$1500",2,1,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",14,"commandName",1,1,""
"org.axonframework.messaging.GenericResultMessage",14,"asResultMessage",2,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",14,"canHandle",1,1,""
"org.axonframework.messaging.responsetypes.ConvertingResponseMessage",14,"getPayload",1,1,""
"org.axonframework.modelling.command.inspection.AggregateModel",14,"types,type",2,1,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",14,"asResponseMessage",1,1,""
"org.axonframework.queryhandling.QueryMessage",14,"getQueryName,getResponseType",2,1,""
"org.axonframework.queryhandling.QueryMessage",14,"queryName",1,1,""
"org.axonframework.queryhandling.annotation.QueryHandlingMember",14,"getQueryName,getResultType",2,1,""
"org.axonframework.config.Configuration",13,"getComponent,messageSerializer,upcasterChain,eventSerializer,snapshotFilter,queryUpdateEmitter,messageMonitor,serializer",9,1,""
"org.axonframework.config.Configuration",13,"eventProcessingConfiguration,resourceInjector,parameterResolverFactory,handlerDefinition,getComponent",5,1,""
"org.axonframework.eventhandling.EventMessage",13,"getIdentifier",1,1,""
"org.axonframework.eventhandling.GenericDomainEventMessage",13,"describeTo",1,1,""
"org.axonframework.eventhandling.GenericDomainEventMessage",13,"andMetaData",1,1,""
"org.axonframework.eventhandling.GenericDomainEventMessage",13,"getSequenceNumber,getType,getAggregateIdentifier",3,1,""
"org.axonframework.eventhandling.MergedTrackingToken",13,"lowerSegmentToken,upperSegmentToken,isUpperSegmentAdvanced,isLowerSegmentAdvanced",4,1,""
"org.axonframework.eventhandling.MergedTrackingToken",13,"merged",1,1,""
"org.axonframework.eventhandling.ReplayToken",13,"replayContext",1,1,""
"org.axonframework.eventhandling.TrackedEventMessage",13,"trackingToken",1,1,""
"org.axonframework.modelling.command.inspection.AggregateModel",13,"declaredType",1,1,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",13,"getUpdateResponseType",1,1,""
"org.axonframework.tracing.LoggingSpanFactory",13,"access$100",1,1,""
"org.axonframework.axonserver.connector.AxonServerConnectionManager",12,"getConnection",1,1,""
"org.axonframework.commandhandling.GenericCommandMessage",12,"asCommandMessage",1,1,""
"org.axonframework.config.Configuration",12,"eventProcessingConfiguration,getComponent",2,1,""
"org.axonframework.eventhandling.GenericEventMessage",12,"asEventMessage",1,1,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",12,"sequenceIdentifier,performReset,invokeHandlers,sequencingPolicyMatchesSegment,eventHandlers",5,1,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine",12,"getEventSerializer,getSnapshotSerializer",2,1,""
"org.axonframework.modelling.command.LockAwareAggregate",12,"version,getWrappedAggregate,isLockHeld",3,1,""
"org.axonframework.queryhandling.StreamingQueryMessage",12,"getResponseType",1,1,""
"org.axonframework.test.eventscheduler.StubEventScheduler",12,"getCurrentDateTime,advanceTimeTo,advanceTimeBy,initializeAt",4,1,""
"org.axonframework.commandhandling.CommandMessage",11,"andMetaData",1,1,""
"org.axonframework.commandhandling.CommandMessage",11,"getCommandName",1,1,""
"org.axonframework.commandhandling.SimpleCommandBus",11,"dispatch,registerDispatchInterceptor,subscribe,registerHandlerInterceptor,builder",5,1,""
"org.axonframework.config.AggregateConfigurer",11,"defaultConfiguration",1,1,""
"org.axonframework.config.Configuration",11,"upcasterChain,snapshotFilter,messageMonitor,correlationDataProviders,getComponent",5,1,""
"org.axonframework.config.Configuration",11,"eventBus",1,1,""
"org.axonframework.config.Configurer",11,"onInitialize,configureCorrelationDataProviders,registerEventUpcaster",3,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",11,"newInstance,load,loadOrCreate",4,1,""
"org.axonframework.eventhandling.EventMessage",11,"getIdentifier,andMetaData",2,1,""
"org.axonframework.eventhandling.EventMessage",11,"getIdentifier",1,1,""
"org.axonframework.eventhandling.GenericEventMessage",11,"getTimestamp",1,1,""
"org.axonframework.eventhandling.StreamingEventProcessor",11,"releaseSegment,splitSegment,mergeSegment",3,1,""
"org.axonframework.eventsourcing.eventstore.EventStore",11,"readEvents",1,1,""
"org.axonframework.queryhandling.SimpleQueryBus",11,"queryUpdateEmitter,registerHandlerInterceptor,builder",3,1,""
"org.axonframework.queryhandling.SimpleQueryBus",11,"access$800",1,1,""
"org.axonframework.queryhandling.SimpleQueryBus",11,"access$700",1,1,""
"org.axonframework.test.eventscheduler.StubEventScheduler",11,"getCurrentDateTime,getScheduledItems",2,1,""
"org.axonframework.commandhandling.CommandMessage",10,"getCommandName",1,1,""
"org.axonframework.commandhandling.GenericCommandMessage",10,"asCommandMessage",1,1,""
"org.axonframework.common.caching.WeakReferenceCache",10,"access$000",1,1,""
"org.axonframework.config.AggregateConfiguration",10,"aggregateType,snapshotFilter,aggregateFactory,repository",4,1,""
"org.axonframework.config.Configuration",10,"upcasterChain,eventSerializer",2,1,""
"org.axonframework.config.Configuration",10,"eventProcessingConfiguration,findModules",2,1,""
"org.axonframework.config.Configuration",10,"getComponent",1,1,""
"org.axonframework.eventhandling.AbstractEventProcessor",10,"reportIgnored,canHandle,processInUnitOfWork",3,1,""
"org.axonframework.eventhandling.DomainEventMessage",10,"getAggregateIdentifier,getType",2,1,""
"org.axonframework.eventhandling.EventMessage",10,"getIdentifier,andMetaData",2,1,""
"org.axonframework.eventhandling.EventMessage",10,"getIdentifier",1,1,""
"org.axonframework.eventhandling.EventMessage",10,"andMetaData",1,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",10,"access$2600,access$2500",2,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventConsumer",10,"access$2700,access$2800",2,1,""
"org.axonframework.messaging.AbstractMessage",10,"withMetaData,andMetaData",2,1,""
"org.axonframework.messaging.MessageDecorator",10,"getPayload,serializePayload",2,1,""
"org.axonframework.messaging.SimpleHandlerAttributes",10,"mergedWith,get,isEmpty,contains,getAll",5,1,""
"org.axonframework.modelling.saga.Saga",10,"isActive,getAssociationValues",2,1,""
"org.axonframework.queryhandling.QueryMessage",10,"getQueryName,getResponseType",2,1,""
"org.axonframework.queryhandling.QueryMessage",10,"getResponseType",1,1,""
"org.axonframework.tracing.LoggingSpanFactory",10,"access$100",1,1,""
"org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory",10,"builder",1,1,""
"org.axonframework.commandhandling.CommandMessage",9,"andMetaData",1,1,""
"org.axonframework.commandhandling.CommandMessage",9,"withMetaData",1,1,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",9,"access$100",1,1,""
"org.axonframework.config.Configuration",9,"spanFactory",1,1,""
"org.axonframework.config.Configuration",9,"eventProcessingConfiguration",1,1,""
"org.axonframework.config.Configuration",9,"lifecycleRegistry",1,1,""
"org.axonframework.config.Configuration",9,"start",1,1,""
"org.axonframework.config.Configurer",9,"configureCommandBus,configureEventStore,configureQueryBus,registerModule,registerComponent",5,1,""
"org.axonframework.config.Configurer",9,"configureMessageSerializer,configureEventSerializer,configureSerializer",3,1,""
"org.axonframework.config.Configurer",9,"onInitialize",1,1,""
"org.axonframework.config.Configurer",9,"configureEmbeddedEventStore,registerComponent",2,1,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",9,"offsetBy,getGlobalIndex,next",3,1,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource",9,"createTokenAt,createTailToken,sourceId,createTokenSince,createHeadToken",5,1,""
"org.axonframework.eventhandling.StreamingEventProcessor",9,"getTokenStoreIdentifier,processingStatus,maxCapacity",3,1,""
"org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerEventScheduler",9,"binaryTask,builder",2,1,""
"org.axonframework.eventhandling.scheduling.java.SimpleEventScheduler",9,"access$300,access$600,access$400,access$500",4,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",9,"access$1900",1,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventConsumer",9,"access$2000",1,1,""
"org.axonframework.queryhandling.QueryMessage",9,"queryName",1,1,""
"org.axonframework.queryhandling.QueryMessage",9,"getResponseType",1,1,""
"org.axonframework.axonserver.connector.command.AxonServerCommandBus",8,"builder",1,1,""
"org.axonframework.axonserver.connector.event.axon.AxonServerEventScheduler",8,"builder",1,1,""
"org.axonframework.commandhandling.distributed.ConsistentHash$ConsistentHashMember",8,"hashes,equals,toString,access$100",4,1,""
"org.axonframework.config.AggregateConfiguration",8,"aggregateType,aggregateFactory",2,1,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl",8,"access$000",1,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",8,"access$000",1,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",8,"access$2400,access$1900,access$2100,access$2300,access$2200",5,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",8,"access$1900,access$2100",2,1,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",8,"builder",1,1,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",8,"access$300",1,1,""
"org.axonframework.eventhandling.scheduling.jobrunr.JobRunrEventScheduler",8,"builder",1,1,""
"org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter",8,"builder",1,1,""
"org.axonframework.modelling.command.AbstractRepository",8,"prepareForCommit",1,1,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",8,"findSagas,size",2,1,""
"org.axonframework.config.AggregateConfiguration",7,"repository",1,1,""
"org.axonframework.eventhandling.DomainEventData",7,"getType,getAggregateIdentifier,getSequenceNumber",3,1,""
"org.axonframework.eventhandling.EventMessageHandler",7,"handle,prepareReset,supportsReset",3,1,""
"org.axonframework.eventhandling.MultiSourceTrackingToken",7,"advancedTo,getTokenForStream",2,1,""
"org.axonframework.eventhandling.MultiStreamableMessageSource",7,"access$200",1,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",7,"builder,subscribe",2,1,""
"org.axonframework.modelling.saga.repository.jdbc.JdbcSagaStore",7,"builder",1,1,""
"org.axonframework.serialization.JavaSerializer",7,"builder",1,1,""
"org.axonframework.serialization.json.JacksonSerializer",7,"builder",1,1,""
"org.axonframework.axonserver.connector.processor.EventProcessorControlService",6,"access$000",1,1,""
"org.axonframework.commandhandling.SimpleCommandBus",6,"registerHandlerInterceptor,builder",2,1,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",6,"queuedThreads,isHeldBy,lock",3,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",6,"access$1900",1,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",6,"createRepository",1,1,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource",6,"openStream,sourceId",2,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",6,"builder,subscribe",2,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",6,"resolveReturnValue,access$400",2,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",6,"access$400,access$700",2,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",6,"access$400,access$600,access$500",3,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",6,"access$600,access$500",2,1,""
"org.axonframework.modelling.command.Repository",6,"load,newInstance,loadOrCreate",3,1,""
"org.axonframework.modelling.saga.repository.legacyjpa.JpaSagaStore",6,"builder",1,1,""
"org.axonframework.queryhandling.annotation.AnnotationQueryHandlerAdapter",6,"subscribe",1,1,""
"org.axonframework.serialization.SimpleSerializedObject",6,"getData,getType,getContentType",3,1,""
"org.axonframework.serialization.SimpleSerializedType",6,"emptyType",1,1,""
"org.axonframework.axonserver.connector.AxonServerConnectionManager",5,"isConnected,getConnection",2,1,""
"org.axonframework.axonserver.connector.util.GrpcSerializedObject",5,"access$000",1,1,""
"org.axonframework.common.transaction.NoTransactionManager",5,"instance",1,1,""
"org.axonframework.eventhandling.AbstractEventBus",5,"prepareCommit",1,1,""
"org.axonframework.eventhandling.DefaultEventBusSpanFactory",5,"builder",1,1,""
"org.axonframework.eventhandling.DomainEventData",5,"getType",1,1,""
"org.axonframework.eventhandling.EventMessageHandler",5,"handle",1,1,""
"org.axonframework.eventhandling.GapAwareTrackingToken",5,"getIndex,getGaps",2,1,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",5,"getGlobalIndex",1,1,""
"org.axonframework.eventhandling.WrappedToken",5,"unwrapLowerBound",1,1,""
"org.axonframework.eventhandling.WrappedToken",5,"advance",1,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",5,"builder",1,1,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution",5,"initialize",1,1,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictResolver",5,"ensureConflictsResolved",1,1,""
"org.axonframework.modelling.command.DefaultRepositorySpanFactory",5,"builder",1,1,""
"org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory",5,"builder",1,1,""
"org.axonframework.eventhandling.DefaultEventProcessorSpanFactory",4,"builder",1,1,""
"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory",4,"builder",1,1,""
"org.axonframework.messaging.annotation.DefaultParameterResolverFactory$MetaDataParameterResolver",4,"access$000",1,1,""
"org.axonframework.modelling.saga.DefaultSagaManagerSpanFactory",4,"builder",1,1,""
"org.axonframework.monitoring.NoOpMessageMonitor",4,"instance",1,1,""
"org.axonframework.queryhandling.FluxSinkWrapper",4,"complete",1,1,""
"org.axonframework.queryhandling.SinksManyWrapper",4,"complete",1,1,""
